Permit Number,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Name,Unit,Description,Current Status,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Estimated Cost,Revised Cost,Existing Use,Existing Units,Supervisor District,Proposed Use,Proposed Units,Plansets,Zipcode
M830227,otc alterations permit,09/11/2017,0627,050,2253,Clay,,street space,issued,,,,,1.0,,,2.0,,,,94115.0
M470067,otc alterations permit,03/11/2014,2647,012,470,Castro,,street space permit,issued,,,,,1.0,,,8.0,,,,94114.0
M431307,otc alterations permit,10/02/2013,1145A,024,510,Parker,,street space permit,issued,,,,,1.0,,,1.0,,,,94118.0
M501787,otc alterations permit,07/02/2014,3611,029,919,South Van Ness,,street space,issued,,,,,1.0,,,9.0,,,,94110.0
201702068725,otc alterations permit,02/06/2017,0976,001,2901,Pacific,,various floors: relocate and change out 43 new heads below new drop ceiling in all bathrooms per nfpa#13  t.i. app 2016-0819-5579,complete,,6.0,6.0,8000.0,8000.0,tourist hotel/motel,48.0,2.0,tourist hotel/motel,48.0,2.0,94115.0
201603182494,additions alterations or repairs,03/18/2016,0686,040,1656,Post,,install 50 fire sprinklers from existing plugs. ref: base building sprinkler permit by potter fire #2014-12234409.ref permit #2014-0923-7117 s1.,complete,,2.0,2.0,25000.0,25000.0,retail sales,0.0,5.0,apartments,4.0,2.0,94115.0
201511303767,otc alterations permit,11/30/2015,1465,001D,3215,Clement,0.0,"seismic retrofit of soft story comply with sfbc 34b, mandatory seismic retrofit iebc appendix a-4.",complete,,4.0,4.0,65000.0,80000.0,apartments,12.0,1.0,apartments,12.0,2.0,94121.0
201302200519,otc alterations permit,02/20/2013,0263,011,101,California,,"45th floor-construction of new non bearing partitions, doors to designate new private offices, conference rooms, new millwork in the breakroom & new work stations. mechanical & electrical included. fire sprinklers & life safety under seperate permit",complete,,48.0,48.0,706003.0,706003.0,office,0.0,3.0,office,0.0,2.0,94111.0
201801309935,otc alterations permit,01/30/2018,0844,031,831,Oak,0.0,,filed,,3.0,3.0,100000.0,0.0,apartments,4.0,5.0,apartments,4.0,2.0,94117.0
M831055,otc alterations permit,09/12/2017,0214,019,1255,Washington,,street space,issued,,,,,1.0,,,3.0,,,,94108.0
201610120035,otc alterations permit,10/12/2016,7070,047,15,Shields,,comply with notice of violation # 201632724 and 201616791.  provide heat to bedroom with new duct.,complete,,2.0,2.0,2000.0,5000.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,0.0,94132.0
201701106818,additions alterations or repairs,01/10/2017,0817,035,333,Linden,,"new facade work including new windows & doors, remvoe (e) stucco & install new materials per elevation, remove (e) fire escape, construct 2 new accessible bathrooms.",filed,,3.0,3.0,80000.0,,retail sales,0.0,5.0,retail sales,0.0,2.0,94102.0
201407020382,otc alterations permit,07/02/2014,3722,071,116,New Montgomery,,relocate 2 sprinklers and add one for new consult room. n/a for the maher ordinance #155-13. ref app#201404082771,complete,,9.0,9.0,3982.0,3982.0,retail sales,0.0,6.0,retail sales,0.0,2.0,94105.0
201610119864,otc alterations permit,10/11/2016,1436,043,331,Clement,,removing tile floor and ceiling tile. ti is under separate permit ab-017,issued,,2.0,2.0,1200.0,10000.0,food/beverage hndlng,1.0,1.0,food/beverage hndlng,1.0,0.0,94118.0
201610180629,otc alterations permit,10/18/2016,1862A,007G,1540,17th,,replace sheetrock on property line walls.,complete,,2.0,2.0,1000.0,2000.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,0.0,94122.0
201507171795,additions alterations or repairs,07/17/2015,6600,038,207,Duncan,,"rear yard addition & remodel: garage level; relocate interior stair, new media rm w/ half bath, remodel (e) bath. 2nd fl; relocate interior stair, new family rm, kitchen addition w/ deck, remodel (e) bed & bath.",issued,Y,2.0,2.0,225000.0,225000.0,1 family dwelling,1.0,8.0,1 family dwelling,1.0,2.0,94131.0
201310169403,otc alterations permit,10/16/2013,0652,067,2158,Pine,0.0,repair slab under entry stairs,complete,,2.0,2.0,6000.0,6000.0,apartments,6.0,2.0,apartments,6.0,2.0,94115.0
201406067724,otc alterations permit,06/06/2014,3508,039,875,Stevenson,,fire sprinkler additional 100 heads- 92 relocation & 8 new heads.,complete,,10.0,10.0,24000.0,50000.0,health studios & gym,0.0,6.0,health studios & gym,0.0,2.0,94103.0
201609026657,otc alterations permit,09/02/2016,0084,008,1265,Battery,,5th flr: relocate 23 pendents add 2 pendent plug off 1 head for ref pa 201607253182  maher na,issued,,5.0,5.0,13125.0,13125.0,office,,3.0,office,,2.0,94111.0
201704264950,otc alterations permit,04/26/2017,3617,008,1058,Valencia,,"insulate r-13 at basement retail, approx 60 ln.ft. hang 5/8 gyp. restaurant permit and disability work under pa#201703030634",issued,,5.0,5.0,6000.0,6000.0,retail sales,12.0,8.0,retail sales,12.0,0.0,94110.0
201702078792,otc alterations permit,02/07/2017,7072,008,555,Head,,"1)add 1 bedroom, 1 family room, 1 full bath & mudroom on 1st floor per plan. 2)remodel kitchen inkind 3)remove & replace gyp bd at upper level 4)upgrade electrical at upper level.",complete,,2.0,2.0,35000.0,90000.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,2.0,94132.0
201308073760,otc alterations permit,08/07/2013,0307,007,386,Geary,,to meet reqd.# of accessible guest interior imprvmnt to guest rms on flrs 2 through 12 and penthouse 13. guest room accessibility upgrades; common space (stair) accessibility upgrades on guest room floor;  penthouse guest room upgrade.  no exterior work.  to comply with nov#201124361.,reinstated,,16.0,16.0,325000.0,325000.0,tourist hotel/motel,,3.0,tourist hotel/motel,,2.0,94102.0
M446227,otc alterations permit,11/22/2013,1405,045,324,29th,,"per pa #201303132100 & 201106238762, create an new unit at block 1405, lot 045 as 324 29th ave.",issued,,,,,267.24,,,1.0,,,,94121.0
201709158746,otc alterations permit,09/15/2017,7554,103,300,Arbor,,soft story retrofit per sfebc chapter 4d engineering criteria 2016 cebc appendix a-4,filed,,2.0,2.0,50000.0,80000.0,apartments,8.0,8.0,apartments,8.0,2.0,94131.0
M530867,otc alterations permit,10/24/2014,1586,014,4210,Balboa,,street space,issued,,,,,1.0,,,1.0,,,,94121.0
201801199047,otc alterations permit,01/19/2018,0196,023,500,Washington,,"# 425: partial scope office tenant retrofit:lighing power & signal, wiring and controls. ref#201709137923. n/a for maher",issued,,9.0,9.0,18331.0,18331.0,office,0.0,3.0,office,0.0,2.0,94111.0
201608266118,otc alterations permit,08/26/2016,0631,006,2229,Steiner,,"full installation of fire sprinkler system throughout the bldg in accordance nfpa13 edition 2013. including underground piping using a new 2"" fire service.  ref app#201406259480. n/a ordinance #155-13",complete,,4.0,4.0,35000.0,70214.0,apartments,3.0,2.0,apartments,3.0,2.0,94115.0
201711133793,otc alterations permit,11/13/2017,4087,010,850,York,,"replace existing rear stairs in like kind. use existing foundation, anchor bolts & lcb-66, new stairs to comply with current code. reference pa #9023905. replace garage door only, hardward to remain as is.",issued,,3.0,3.0,20000.0,20000.0,2 family dwelling,2.0,9.0,2 family dwelling,2.0,2.0,94110.0
201508214996,otc alterations permit,08/21/2015,0235,009,20,California,,2nd floor: to obtain final inspection for work approved under pa#201301248667. all work is complete.,issued,,7.0,7.0,1.0,1.0,office,0.0,3.0,office,0.0,0.0,94111.0
201801178802,otc alterations permit,01/17/2018,4790,038,1455,Shafter,,comply with nov 201722411 upgrade foundation,issued,,2.0,2.0,10000.0,10000.0,1 family dwelling,1.0,10.0,1 family dwelling,1.0,2.0,94124.0
201502279511,otc alterations permit,02/27/2015,1004,009,2912,Sacramento,,revision to app#201501206129 to include only rot repair. not to exceed 50% of stairs. confirm prior to start of work. no skylight work.,issued,,2.0,2.0,1.0,1.0,1 family dwelling,1.0,2.0,1 family dwelling,1.0,0.0,94115.0
M405630,otc alterations permit,07/03/2013,0339,014,240,Jones,,street space,issued,,,,,1.0,,,6.0,,,,94102.0
201405075104,otc alterations permit,05/07/2014,1422,039,206,12th,,renew and final expired pa# 200908104499,complete,,3.0,3.0,1.0,1.0,apartments,4.0,1.0,apartments,4.0,0.0,94118.0
201307252795,otc alterations permit,07/25/2013,3502,098,31,Elgin,0.0,to comply with nov 201310561 for dry rot on rear stairs - less than 20%,complete,,2.0,2.0,500.0,1000.0,apartments,4.0,8.0,apartments,4.0,0.0,94103.0
201601207477,otc alterations permit,01/20/2016,0276,011,1028,Bush,0.0,"remodel apt#1028- provide new bath room, fan & light, modify partition.",filed,,4.0,4.0,10000.0,14550.0,apartments,3.0,3.0,apartments,3.0,2.0,94109.0
M658307,otc alterations permit,01/26/2016,1151,018,1960,Golden Gate,,street space permit,issued,,,,,1.0,,,5.0,,,,94115.0
M808247,otc alterations permit,07/12/2017,4209,002,1110,York,,street space,issued,,,,,1.0,,,9.0,,,,94110.0
201503060220,otc alterations permit,03/06/2015,7006,025,400,Arch,,construct full bathroom in garage,complete,,2.0,2.0,12000.0,12000.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,2.0,94132.0
201602290710,otc alterations permit,02/29/2016,0956,025,2869,Green,,"remodel kitchen up to code, remodel bathroom, add new half bathroom, bring lighting up to sepc/code throughout the house; maher n/a",expired,,3.0,3.0,100000.0,100000.0,2 family dwelling,2.0,2.0,2 family dwelling,2.0,2.0,94123.0
201605096889,otc alterations permit,05/09/2016,2174,013,2151,43rd,,"replace (3) windows; back windows will be vinyl, not visible from street.",complete,,2.0,2.0,2000.0,2000.0,1 family dwelling,1.0,4.0,1 family dwelling,1.0,0.0,94116.0
201312093718,otc alterations permit,12/09/2013,2919,035,87,Wawona,,reroofing,issued,,2.0,2.0,18000.0,18000.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,0.0,94127.0
M548268,otc alterations permit,01/07/2015,1924,110,1706,20th,,streetspace,issued,,,,,0.0,,,4.0,,,,94122.0
M494047,otc alterations permit,06/06/2014,1236,025,1155,Page,,street space,issued,,,,,1.0,,,5.0,,,,94117.0
201405307118,otc alterations permit,05/30/2014,0296,045,490,Post,508.0,"replace ceiling recessed lights at t/b ceiling,  painting & hardwood floor. n/a ordinance #155-13",issued,,17.0,17.0,10000.0,10000.0,office,0.0,3.0,office,0.0,0.0,94102.0
201612094577,otc alterations permit,12/09/2016,0922,013,2240,Bay,,mandatory soft story retrofit based on 2012 iebc appx a4 and sfbc chapet 34b maher na,filed,,4.0,4.0,60000.0,160000.0,apartments,21.0,2.0,apartments,21.0,2.0,94123.0
201701278123,additions alterations or repairs,01/27/2017,3656,004,1072,Noe,,new stair and deck in rear.,issued,Y,3.0,3.0,17800.0,17800.0,1 family dwelling,1.0,8.0,1 family dwelling,1.0,2.0,94114.0
201402269325,otc alterations permit,02/26/2014,0858,014,280,Waller,,all floor: to comply with physical inspection report # cc-7433,complete,,4.0,4.0,6000.0,24000.0,apartments,3.0,5.0,apartments,3.0,0.0,94102.0
201304295658,otc alterations permit,04/29/2013,0980,021,2881,Jackson,,install new 2 inches combo meter for fire sprinkler system throughout bldg & underground fire service. new 2 1/2 inches bfp- sprinkler monitoring required under separate permit.,complete,,3.0,3.0,20000.0,35980.0,2 family dwelling,2.0,2.0,2 family dwelling,2.0,2.0,94115.0
M448727,otc alterations permit,12/05/2013,0964,005,3030,Pacific,,street space permit,issued,,,,,1.0,,,2.0,,,,94115.0
201601066502,otc alterations permit,01/06/2016,3729,082,205,09th,,to obtain final inspection for work approved under pa# 200311210801 all work is complete.,complete,,3.0,3.0,1.0,1.0,residential hotel,34.0,6.0,residential hotel,34.0,0.0,94103.0
201504143628,otc alterations permit,04/14/2015,3533,016,436,14th,0.0,to clear physical insp report cc7614.,complete,,3.0,3.0,50000.0,50000.0,apartments,4.0,8.0,apartments,4.0,0.0,94103.0
201507010495,sign - erect,07/01/2015,0571,004,2125,Polk,,erect a non-elecric double faced projecting sign.,cancelled,,1.0,,1500.0,,food/beverage hndlng,,3.0,,,2.0,94109.0
201609238634,otc alterations permit,09/23/2016,1406,013,365,27th,,install hardie siding to right wall. not visble to street. no structural changes 450sf.,complete,,2.0,2.0,11500.0,11500.0,2 family dwelling,2.0,1.0,2 family dwelling,2.0,0.0,94121.0
201306129367,otc alterations permit,06/12/2013,0145,042,521,Vallejo,,"to obtain a final inspection for work aready approved under pa# 201112150754, all work is complete",issued,,3.0,3.0,1.0,1.0,apartments,6.0,3.0,apartments,6.0,0.0,94133.0
201612215611,otc alterations permit,12/21/2016,3780,004C,550,07th,,soft demo of interior non-structural walls along with removal of t-bar ceiling. remain vacancy under ab-017. maher na,issued,,1.0,1.0,60000.0,60000.0,"warehouse,no frnitur",0.0,6.0,"warehouse,no frnitur",0.0,2.0,94103.0
201704204442,otc alterations permit,04/20/2017,1222,025,1000,Masonic,0.0,"replace five (5) street facing wood windows in-kind (wood for wood, same dimensions), four (4) vinyl windows in back (with vinyl). no other work per this permit.",complete,,3.0,3.0,7500.0,7500.0,apartments,7.0,5.0,apartments,7.0,0.0,94117.0
201408295100,otc alterations permit,08/29/2014,3587,015,696,Guerrero,,"mandatory tier 4, seismic soft story upgrade. new foundations at shearwalls at ecisting 1st fl retail and service spaces. soft story retrofit per sfbc ch 34 b 2012 iebc appendix",complete,,3.0,3.0,30000.0,40000.0,apartments,5.0,8.0,apartments,5.0,2.0,94110.0
201611102400,otc alterations permit,11/10/2016,3721,087,100,01st,,"3rd flr:  ref. ti 201601298401; title 24 work to include install one new linear diffuser,install new return air grilles,relocate supply diffusers,retrofit lighting & controls in corridor. no new fire smoke dampers.",complete,,27.0,27.0,75000.0,75000.0,office,0.0,6.0,office,0.0,2.0,94105.0
M617807,otc alterations permit,08/26/2015,3594,028,3267,19th,0.0,street space,issued,,,,,1.0,,,9.0,,,,94110.0
201711164148,otc alterations permit,11/16/2017,0239,009,400,Montgomery,,2nd fl: mechanical & electrical for pa #201708074081. maher na,issued,,12.0,12.0,325000.0,325000.0,office,0.0,3.0,office,0.0,2.0,94104.0
201610059562,otc alterations permit,10/05/2016,3749,059,45,Lansing,,"tenant improvement 1st fl. add 4 new pendent fire sprinkler heads, 1 upright fire sprinkler head and relocate 7 pendent fire sprinker heads, 3 upright fire sprinkler heads, ref. 201412184039.",complete,,,39.0,5000.0,5000.0,,,6.0,apartments,320.0,2.0,94105.0
201310179626,otc alterations permit,10/17/2013,3776,244,555,04th,520.0,"replace countertop with line in kind marble, stovetop, and sink. install under cabinet lighting. min 50%  to be high efficency, extg  rangehood to remain.",expired,,9.0,9.0,13000.0,13000.0,apartments,298.0,6.0,apartments,298.0,0.0,94107.0
201404032405,otc alterations permit,04/03/2014,0503,030,2775,Van Ness,0.0,"modification to (e) att unmanned telecommunicatoin facility consist remove/replace (6) (e) att antennas w/(6) (n) att antennas.add (3) (n) att antennas,(16) (n) rrus-11 units,(3) (n) surge suppressors,(6) (n) a-2 units. remove/replace (2) (e) 3206 rbs cabinets w/a (n) 23""rack w/(4)(n)6601 rbs units.",complete,,11.0,11.0,25000.0,25000.0,tourist hotel/motel,140.0,2.0,tourist hotel/motel,140.0,2.0,94123.0
201606271008,otc alterations permit,06/27/2016,2693,013,4308,19th,,"to obtain a final inspection for work already approved uner pa# 201404153307, 201302089871 & 201302089868, all work is complete",complete,,3.0,3.0,1.0,1.0,2 family dwelling,2.0,8.0,2 family dwelling,2.0,0.0,94114.0
201308164600,otc alterations permit,08/16/2013,3735,014,680,Folsom,,revision to 201308083855. to delete not requiring sign to be 15' setback from right of way,complete,,15.0,15.0,1.0,1.0,office,0.0,6.0,office,0.0,2.0,94105.0
201507272581,otc alterations permit,07/27/2015,0750,019,1545,Eddy,,"unit f3-604: remove and replace kitchen and bathroom counter tops, sink and p-traps. replace exhaust fan same location. remove and replace lighting. shall be high effiency. replace switches and outlets.",complete,,6.0,6.0,18000.0,18000.0,apartments,113.0,5.0,apartments,113.0,0.0,94115.0
M633429,otc alterations permit,10/28/2015,3511,066,1043,Minna,,sidewalk repair,issued,,,,,0.0,,,6.0,,,,94103.0
201509177268,otc alterations permit,09/17/2015,1326,005,125,28th,,remove extg rear deck.  rewater proof per plans prepared by cjw architecture. put back deck like for like.,complete,,2.0,2.0,50000.0,50000.0,1 family dwelling,1.0,2.0,1 family dwelling,1.0,2.0,94121.0
201801188891,additions alterations or repairs,01/18/2018,2630,018,1171,Stanyan,,revision to permit#2008/0328/8288-s2. revised windows and changed stucco to siding. reduced number of level changes at first and ground floors and rear yard. miscellaneous plan changes.,filed,,3.0,3.0,1.0,,2 family dwelling,2.0,5.0,2 family dwelling,2.0,2.0,94117.0
201610130152,otc alterations permit,10/13/2016,0311,015,1,Post,0.0,"tenant improvement on 31st floor - selective non structural demo, new interior partitions, new floors, walls, finishes & restroom upgrades",issued,,38.0,38.0,350000.0,350000.0,office,0.0,3.0,office,0.0,2.0,94104.0
M762707,otc alterations permit,02/22/2017,3719,022,301,Mission,3.0,street space,issued,,,,,1.0,,,6.0,,,,94105.0
201404223825,otc alterations permit,04/22/2014,5709,010,11,Newman,,fix (e) stairs (some treads have wood rot) less than 50%. like for like.,complete,,3.0,3.0,1200.0,1300.0,2 family dwelling,2.0,9.0,2 family dwelling,2.0,0.0,94110.0
201304023560,otc alterations permit,04/02/2013,4967,034,1219,Hollister,,to obtain final inspection for work approved under pa#200805303311. all work is complete.,complete,,2.0,2.0,1.0,1.0,1 family dwelling,1.0,10.0,1 family dwelling,1.0,0.0,94124.0
